Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
1962,CA-2017-110905,10/09/2017,15/09/2017,Second Class,RW-19690,TEC-AC-10002217,113,6,0.0,7
1963,CA-2017-110905,10/09/2017,15/09/2017,Second Class,RW-19690,OFF-BI-10002954,14,3,0.0,7
1964,CA-2017-110905,10/09/2017,15/09/2017,Second Class,RW-19690,OFF-PA-10002586,25,5,0.0,12
1965,CA-2017-110905,10/09/2017,15/09/2017,Second Class,RW-19690,OFF-ST-10000025,286,3,0.0,17
1966,CA-2017-110905,10/09/2017,15/09/2017,Second Class,RW-19690,OFF-AP-10003281,24,2,0.0,7
1967,CA-2017-165841,21/12/2017,28/12/2017,Standard Class,DB-13210,TEC-PH-10002103,282,3,0.0,79
1968,CA-2017-165841,21/12/2017,28/12/2017,Standard Class,DB-13210,OFF-SU-10000898,70,5,0.0,20
1969,CA-2017-165841,21/12/2017,28/12/2017,Standard Class,DB-13210,OFF-PA-10001144,166,3,0.0,80
1970,CA-2017-117485,23/09/2017,29/09/2017,Standard Class,BD-11320,TEC-AC-10004659,292,4,0.0,102
1971,CA-2017-140242,06/05/2017,11/05/2017,Standard Class,ML-17755,OFF-AR-10004752,6,3,0.2,1
1972,CA-2017-140242,06/05/2017,11/05/2017,Standard Class,ML-17755,TEC-AC-10004659,409,7,0.2,77
1973,CA-2014-148950,14/12/2014,19/12/2014,Standard Class,JD-16015,OFF-BI-10001249,5,4,0.8,-9
1974,CA-2014-148950,14/12/2014,19/12/2014,Standard Class,JD-16015,OFF-FA-10003059,3,2,0.2,0
1975,CA-2014-148950,14/12/2014,19/12/2014,Standard Class,JD-16015,TEC-AC-10002718,35,3,0.2,-2
1976,CA-2014-110408,18/10/2014,20/10/2014,Second Class,AS-10225,OFF-ST-10001522,276,3,0.0,11
1977,CA-2014-110408,18/10/2014,20/10/2014,Second Class,AS-10225,TEC-PH-10002352,1395,5,0.0,363
1978,CA-2014-110408,18/10/2014,20/10/2014,Second Class,AS-10225,FUR-CH-10003774,546,6,0.0,71
1979,CA-2015-109939,08/05/2015,12/05/2015,Standard Class,AA-10375,OFF-AR-10000127,5,2,0.2,1
1980,CA-2016-112669,14/04/2016,14/04/2016,Same Day,KT-16465,FUR-CH-10004086,934,4,0.2,105
1981,CA-2016-112669,14/04/2016,14/04/2016,Same Day,KT-16465,OFF-ST-10001228,43,4,0.2,4
1982,CA-2015-119592,14/12/2015,16/12/2015,Second Class,MM-18280,OFF-BI-10004187,4,2,0.0,2
1983,CA-2014-122749,03/12/2014,09/12/2014,Standard Class,NG-18430,TEC-PH-10003811,480,4,0.0,134
1984,CA-2014-164721,25/11/2014,27/11/2014,Second Class,LW-16825,OFF-AP-10000240,321,6,0.0,93
1985,CA-2014-164721,25/11/2014,27/11/2014,Second Class,LW-16825,FUR-FU-10001940,24,3,0.0,11
1986,CA-2014-164721,25/11/2014,27/11/2014,Second Class,LW-16825,OFF-PA-10000575,27,4,0.0,12
1987,CA-2016-147417,25/07/2016,27/07/2016,First Class,CB-12415,TEC-CO-10001449,1440,4,0.4,192
1988,CA-2015-127509,09/11/2015,13/11/2015,Standard Class,AS-10090,OFF-BI-10002393,17,3,0.0,8
1989,CA-2015-127509,09/11/2015,13/11/2015,Standard Class,AS-10090,FUR-TA-10002855,1024,7,0.0,215
1990,CA-2015-127509,09/11/2015,13/11/2015,Standard Class,AS-10090,OFF-EN-10000781,26,3,0.0,12
1991,CA-2015-127509,09/11/2015,13/11/2015,Standard Class,AS-10090,OFF-PA-10002160,17,3,0.0,8
1992,CA-2017-111374,24/02/2017,28/02/2017,Standard Class,CB-12415,OFF-BI-10004970,5,4,0.7,-4
1993,CA-2017-133648,25/06/2017,02/07/2017,Standard Class,ML-17755,OFF-LA-10003923,71,6,0.2,27
1994,CA-2017-133648,25/06/2017,02/07/2017,Standard Class,ML-17755,OFF-AR-10002257,5,2,0.2,1
1995,CA-2017-133648,25/06/2017,02/07/2017,Standard Class,ML-17755,OFF-FA-10004395,11,3,0.2,-2
1996,US-2017-147221,02/12/2017,04/12/2017,Second Class,JS-16030,OFF-AP-10002534,295,5,0.8,-766
1997,US-2017-147221,02/12/2017,04/12/2017,Second Class,JS-16030,FUR-FU-10004020,9,4,0.6,-4
1998,CA-2014-131905,06/02/2014,09/02/2014,First Class,ND-18460,OFF-LA-10002787,15,4,0.0,7
1999,CA-2014-131905,06/02/2014,09/02/2014,First Class,ND-18460,TEC-PH-10003645,162,1,0.0,42
2000,CA-2014-131905,06/02/2014,09/02/2014,First Class,ND-18460,TEC-PH-10001615,145,5,0.0,42
2001,CA-2017-166128,11/04/2017,18/04/2017,Standard Class,LW-17215,TEC-AC-10001767,200,5,0.0,22
2002,CA-2017-166128,11/04/2017,18/04/2017,Standard Class,LW-17215,OFF-AR-10001221,42,7,0.0,14
2003,CA-2017-163510,25/12/2017,28/12/2017,Second Class,JW-15955,OFF-ST-10000563,96,3,0.0,10
2004,CA-2017-163510,25/12/2017,28/12/2017,Second Class,JW-15955,FUR-CH-10001146,304,5,0.0,76
2005,US-2017-143028,11/04/2017,18/04/2017,Standard Class,SC-20050,OFF-BI-10004738,11,3,0.8,-17
2006,CA-2014-111150,31/12/2014,04/01/2015,Standard Class,RW-19630,OFF-AR-10000034,30,7,0.0,12
2007,CA-2014-111150,31/12/2014,04/01/2015,Standard Class,RW-19630,TEC-AC-10000290,48,7,0.0,16
2008,CA-2017-165386,03/08/2017,04/08/2017,First Class,CM-12190,FUR-BO-10003034,183,2,0.3,-37
2009,CA-2014-116407,15/11/2014,21/11/2014,Standard Class,JF-15190,OFF-AR-10001315,4,3,0.2,0
2010,CA-2014-116407,15/11/2014,21/11/2014,Standard Class,JF-15190,OFF-AP-10002118,333,2,0.2,29
2011,CA-2014-116407,15/11/2014,21/11/2014,Standard Class,JF-15190,OFF-PA-10002137,25,4,0.2,8
2012,CA-2015-155761,11/12/2015,11/12/2015,Same Day,SC-20800,TEC-AC-10001606,160,2,0.2,36
2013,CA-2015-155761,11/12/2015,11/12/2015,Same Day,SC-20800,OFF-ST-10000943,46,3,0.2,5
2014,CA-2016-145905,18/09/2016,23/09/2016,Standard Class,AM-10705,FUR-CH-10001854,351,1,0.0,84
2015,CA-2016-145905,18/09/2016,23/09/2016,Standard Class,AM-10705,OFF-PA-10000533,13,2,0.0,6
2016,CA-2016-145905,18/09/2016,23/09/2016,Standard Class,AM-10705,OFF-ST-10003716,900,4,0.0,117
2017,CA-2015-113110,19/03/2015,23/03/2015,Standard Class,BK-11260,OFF-BI-10000088,18,2,0.2,6
2018,CA-2015-113110,19/03/2015,23/03/2015,Standard Class,BK-11260,OFF-LA-10000240,15,2,0.0,7
2019,CA-2015-113110,19/03/2015,23/03/2015,Standard Class,BK-11260,OFF-SU-10001165,33,4,0.0,9
2020,CA-2015-113110,19/03/2015,23/03/2015,Standard Class,BK-11260,OFF-PA-10002749,40,6,0.0,20
2021,CA-2016-168354,19/09/2016,21/09/2016,First Class,RH-19510,OFF-ST-10001490,1606,9,0.0,482
2022,CA-2016-168354,19/09/2016,21/09/2016,First Class,RH-19510,OFF-PA-10002377,17,3,0.0,8
2023,CA-2016-168354,19/09/2016,21/09/2016,First Class,RH-19510,OFF-BI-10004826,50,3,0.0,24
2024,CA-2016-168354,19/09/2016,21/09/2016,First Class,RH-19510,FUR-CH-10004675,872,4,0.0,244
2025,US-2017-111241,20/08/2017,22/08/2017,Second Class,GM-14500,OFF-BI-10002867,239,5,0.2,78
2026,CA-2015-114237,13/03/2015,15/03/2015,First Class,MC-17275,FUR-BO-10004409,142,2,0.0,40
2027,CA-2016-113516,08/09/2016,10/09/2016,Second Class,VM-21685,OFF-BI-10002225,33,2,0.2,12
2028,CA-2016-113516,08/09/2016,10/09/2016,Second Class,VM-21685,OFF-BI-10001989,67,4,0.2,23
2029,CA-2015-117961,26/11/2015,30/11/2015,Standard Class,GP-14740,OFF-BI-10000343,15,3,0.0,7
2030,CA-2015-117961,26/11/2015,30/11/2015,Standard Class,GP-14740,OFF-ST-10001172,105,5,0.0,25
2031,CA-2015-117961,26/11/2015,30/11/2015,Standard Class,GP-14740,OFF-BI-10003707,61,4,0.0,31
2032,CA-2015-117961,26/11/2015,30/11/2015,Standard Class,GP-14740,OFF-PA-10001274,11,3,0.0,5
2033,CA-2016-128923,09/12/2016,13/12/2016,Standard Class,GB-14530,OFF-PA-10002250,9,2,0.2,3
2034,CA-2016-128923,09/12/2016,13/12/2016,Standard Class,GB-14530,OFF-AR-10000475,9,1,0.2,1
2035,CA-2017-162481,25/09/2017,29/09/2017,Standard Class,CT-11995,OFF-BI-10002976,8,2,0.0,4
2036,CA-2017-162481,25/09/2017,29/09/2017,Standard Class,CT-11995,FUR-CH-10003061,270,3,0.0,51
2037,CA-2015-119214,23/01/2015,27/01/2015,Standard Class,CW-11905,OFF-PA-10002893,29,3,0.0,14
2038,CA-2015-119214,23/01/2015,27/01/2015,Standard Class,CW-11905,OFF-LA-10003077,15,2,0.0,7
2039,CA-2015-122287,18/06/2015,23/06/2015,Standard Class,SN-20560,OFF-PA-10001661,12,3,0.2,4
2040,CA-2015-122287,18/06/2015,23/06/2015,Standard Class,SN-20560,OFF-BI-10004656,5,7,0.7,-3
2041,CA-2015-122287,18/06/2015,23/06/2015,Standard Class,SN-20560,OFF-BI-10003707,9,2,0.7,-6
2042,CA-2015-122287,18/06/2015,23/06/2015,Standard Class,SN-20560,FUR-FU-10004973,75,5,0.2,21
2043,CA-2015-104493,02/10/2015,08/10/2015,Standard Class,EB-13705,OFF-BI-10004817,58,6,0.2,20
2044,US-2017-158946,18/11/2017,23/11/2017,Standard Class,JW-15220,OFF-AR-10001860,39,7,0.2,8
2045,CA-2014-129168,17/08/2014,23/08/2014,Standard Class,KB-16585,OFF-PA-10001639,16,3,0.2,5
2046,CA-2016-131835,17/07/2016,21/07/2016,Standard Class,MC-17590,OFF-AP-10004487,163,2,0.0,46
2047,CA-2016-131835,17/07/2016,21/07/2016,Standard Class,MC-17590,TEC-PH-10001760,597,3,0.0,281
2048,CA-2016-131835,17/07/2016,21/07/2016,Standard Class,MC-17590,OFF-PA-10004071,55,1,0.0,27
2049,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,FUR-FU-10004848,290,7,0.2,36
2050,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,OFF-BI-10004022,3,3,0.7,-2
2051,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,OFF-BI-10003669,6,4,0.7,-5
2052,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,FUR-CH-10003833,341,8,0.3,-73
2053,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,OFF-AR-10003732,11,5,0.2,1
2054,CA-2015-142237,11/07/2015,13/07/2015,First Class,CK-12595,FUR-FU-10003142,25,6,0.2,3
2055,CA-2016-136434,01/12/2016,07/12/2016,Standard Class,RD-19480,FUR-FU-10001196,17,3,0.0,5
2056,CA-2017-120376,22/12/2017,25/12/2017,First Class,TP-21130,TEC-AC-10001114,200,5,0.0,64
2057,CA-2017-120376,22/12/2017,25/12/2017,First Class,TP-21130,FUR-CH-10002335,1587,7,0.0,413
2058,CA-2017-120376,22/12/2017,25/12/2017,First Class,TP-21130,TEC-AC-10000844,85,1,0.0,31
2059,CA-2017-120376,22/12/2017,25/12/2017,First Class,TP-21130,FUR-TA-10004534,412,2,0.0,70
2060,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,OFF-FA-10002975,11,3,0.0,5
2061,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,OFF-ST-10003996,80,5,0.0,21
2062,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,OFF-BI-10002571,16,2,0.2,5
2063,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,OFF-PA-10000477,65,13,0.0,30
2064,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,OFF-BI-10004209,19,3,0.2,6
2065,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,OFF-ST-10001963,406,4,0.0,12
2066,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,FUR-CH-10003833,146,3,0.2,-9
2067,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,TEC-AC-10004568,252,9,0.0,48
2068,CA-2014-106439,31/10/2014,04/11/2014,Standard Class,GG-14650,OFF-AR-10001419,12,3,0.0,4
2069,CA-2015-133452,13/04/2015,19/04/2015,Standard Class,ZC-21910,TEC-AC-10002800,200,4,0.0,70
2070,CA-2015-133452,13/04/2015,19/04/2015,Standard Class,ZC-21910,FUR-TA-10003954,711,3,0.2,-98
2071,CA-2016-146521,21/07/2016,23/07/2016,Second Class,CC-12610,OFF-BI-10000301,2,1,0.7,-1
2072,US-2017-110996,20/11/2017,25/11/2017,Standard Class,KA-16525,FUR-CH-10003956,284,5,0.2,-46
2073,CA-2016-129693,26/11/2016,02/12/2016,Standard Class,TC-20980,OFF-BI-10002954,7,2,0.2,3
2074,CA-2017-122504,07/11/2017,12/11/2017,Second Class,DB-13270,TEC-AC-10003289,60,3,0.0,14
2075,CA-2017-122504,07/11/2017,12/11/2017,Second Class,DB-13270,TEC-PH-10002468,762,7,0.2,67
2076,CA-2014-131051,01/12/2014,05/12/2014,Standard Class,TR-21325,FUR-FU-10001861,58,3,0.0,29
2077,CA-2017-140676,12/09/2017,15/09/2017,First Class,BF-11080,OFF-PA-10004082,40,5,0.0,20
2078,CA-2017-140676,12/09/2017,15/09/2017,First Class,BF-11080,OFF-AP-10000358,91,7,0.0,26
2079,CA-2017-140676,12/09/2017,15/09/2017,First Class,BF-11080,OFF-PA-10004243,95,5,0.0,46
2080,CA-2015-120103,24/12/2015,29/12/2015,Standard Class,MS-17365,OFF-PA-10001295,106,7,0.2,37
2081,CA-2015-120103,24/12/2015,29/12/2015,Standard Class,MS-17365,TEC-PH-10002170,112,2,0.2,11
2082,CA-2015-120103,24/12/2015,29/12/2015,Standard Class,MS-17365,FUR-FU-10002885,8,2,0.2,2
2083,CA-2017-104647,23/02/2017,01/03/2017,Standard Class,CK-12595,OFF-PA-10002870,37,6,0.0,17
2084,CA-2014-110352,23/11/2014,29/11/2014,Standard Class,ED-13885,OFF-LA-10003923,24,2,0.2,9
2085,CA-2016-140501,23/06/2016,28/06/2016,Standard Class,IM-15070,OFF-LA-10003510,122,4,0.0,56
2086,CA-2016-140501,23/06/2016,28/06/2016,Standard Class,IM-15070,OFF-LA-10000248,18,5,0.0,9
2087,CA-2016-140501,23/06/2016,28/06/2016,Standard Class,IM-15070,OFF-ST-10000060,325,5,0.0,39
2088,CA-2016-140501,23/06/2016,28/06/2016,Standard Class,IM-15070,OFF-PA-10003129,147,3,0.0,69
2089,CA-2016-140501,23/06/2016,28/06/2016,Standard Class,IM-15070,OFF-FA-10004076,4,2,0.0,1
2090,CA-2015-139290,26/10/2015,30/10/2015,Standard Class,MY-17380,OFF-LA-10004008,6,2,0.0,3
2091,CA-2017-166142,15/07/2017,19/07/2017,Standard Class,MM-17260,OFF-BI-10004094,27,3,0.0,13
2092,CA-2017-166142,15/07/2017,19/07/2017,Standard Class,MM-17260,FUR-TA-10004607,310,3,0.3,-49
2093,CA-2014-145926,17/11/2014,21/11/2014,Standard Class,MP-17470,FUR-CH-10004289,480,5,0.0,82
2094,CA-2015-149678,13/04/2015,15/04/2015,Second Class,AW-10840,OFF-SU-10004498,13,1,0.0,0
2095,US-2015-164357,25/11/2015,29/11/2015,Standard Class,SF-20065,OFF-AR-10001177,13,5,0.2,1
2096,US-2016-146570,15/05/2016,20/05/2016,Standard Class,SN-20710,OFF-BI-10001718,512,8,0.0,241
2097,US-2016-146570,15/05/2016,20/05/2016,Standard Class,SN-20710,OFF-AR-10004602,92,4,0.0,26
2098,US-2016-146570,15/05/2016,20/05/2016,Standard Class,SN-20710,OFF-AR-10003856,8,3,0.0,2
2099,CA-2017-124401,07/09/2017,12/09/2017,Standard Class,RD-19900,OFF-ST-10000649,38,3,0.2,2
2100,CA-2017-124401,07/09/2017,12/09/2017,Standard Class,RD-19900,TEC-AC-10002926,280,7,0.2,80
2101,US-2014-140116,10/03/2014,17/03/2014,Standard Class,KT-16480,OFF-ST-10000078,636,3,0.2,-16
2102,US-2014-140116,10/03/2014,17/03/2014,Standard Class,KT-16480,OFF-AR-10001044,83,4,0.2,9
2103,CA-2014-123295,18/07/2014,18/07/2014,Same Day,AH-10120,FUR-CH-10002372,259,4,0.2,-26
2104,CA-2017-167101,24/03/2017,28/03/2017,Second Class,BM-11650,OFF-PA-10000357,222,4,0.0,107
2105,CA-2017-167101,24/03/2017,28/03/2017,Second Class,BM-11650,TEC-AC-10001266,26,2,0.0,12
2106,US-2014-167633,30/09/2014,05/10/2014,Standard Class,BW-11200,OFF-PA-10004888,16,3,0.2,5
2107,US-2014-152723,26/09/2014,26/09/2014,Same Day,HG-14965,OFF-BI-10003460,1,1,0.8,-1
2108,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,OFF-PA-10000157,20,1,0.0,9
2109,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,OFF-BI-10004519,398,3,0.2,124
2110,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,OFF-AR-10004272,5,3,0.0,1
2111,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,OFF-FA-10000585,17,5,0.0,8
2112,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,FUR-CH-10004218,323,4,0.2,20
2113,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,OFF-SU-10004231,30,3,0.0,8
2114,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,TEC-PH-10001578,1296,4,0.2,146
2115,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,OFF-ST-10003638,47,2,0.0,13
2116,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,FUR-BO-10002213,426,1,0.2,20
2117,CA-2015-159786,12/10/2015,17/10/2015,Second Class,RK-19300,FUR-TA-10001307,210,1,0.4,-14
2118,CA-2016-130267,19/09/2016,23/09/2016,Standard Class,SW-20245,OFF-PA-10002222,160,7,0.0,74
2119,CA-2017-155460,13/04/2017,15/04/2017,First Class,RW-19630,OFF-PA-10002479,5,1,0.0,2
2120,CA-2017-155460,13/04/2017,15/04/2017,First Class,RW-19630,OFF-BI-10003091,896,5,0.2,302
2121,US-2017-168690,07/01/2017,13/01/2017,Standard Class,TS-21085,OFF-BI-10000145,3,3,0.7,-2
2122,CA-2017-158246,09/11/2017,11/11/2017,First Class,JB-15400,FUR-CH-10003061,216,3,0.2,-3
2123,CA-2017-167381,22/09/2017,24/09/2017,Second Class,EH-14005,FUR-BO-10001972,242,2,0.0,41
2124,CA-2017-167381,22/09/2017,24/09/2017,Second Class,EH-14005,OFF-LA-10000134,28,9,0.0,13
2125,CA-2017-144862,01/12/2017,05/12/2017,Standard Class,EH-14005,OFF-EN-10003040,105,5,0.2,35
2126,CA-2017-144862,01/12/2017,05/12/2017,Standard Class,EH-14005,TEC-PH-10000923,63,7,0.4,9
2127,CA-2014-126032,23/06/2014,28/06/2014,Standard Class,BS-11665,TEC-AC-10000158,86,3,0.2,1
2128,CA-2015-134859,04/10/2015,09/10/2015,Standard Class,JK-16120,FUR-FU-10003623,65,3,0.2,6
2129,CA-2015-134859,04/10/2015,09/10/2015,Standard Class,JK-16120,OFF-PA-10001293,21,4,0.2,7
2130,US-2014-114188,20/05/2014,22/05/2014,Second Class,RF-19345,OFF-AP-10000124,33,4,0.0,9
2131,US-2014-114188,20/05/2014,22/05/2014,Second Class,RF-19345,OFF-AR-10004511,39,9,0.0,12
2132,US-2014-114188,20/05/2014,22/05/2014,Second Class,RF-19345,FUR-FU-10000076,140,7,0.0,60
2133,CA-2015-156524,20/11/2015,26/11/2015,Standard Class,DL-12865,OFF-PA-10003883,20,3,0.0,9
2134,CA-2015-122210,30/11/2015,04/12/2015,Standard Class,WB-21850,OFF-BI-10003656,153,3,0.7,-122
2135,CA-2015-122210,30/11/2015,04/12/2015,Standard Class,WB-21850,OFF-FA-10000053,11,7,0.2,-2
2136,CA-2015-122210,30/11/2015,04/12/2015,Standard Class,WB-21850,TEC-PH-10002807,95,4,0.4,16
2137,CA-2015-156377,31/12/2015,05/01/2016,Standard Class,TB-21625,FUR-FU-10002364,15,5,0.6,-11
2138,CA-2015-156377,31/12/2015,05/01/2016,Standard Class,TB-21625,OFF-BI-10002954,4,4,0.8,-6
2139,US-2017-157896,16/11/2017,16/11/2017,Same Day,CB-12415,OFF-PA-10004092,147,3,0.0,73
2140,CA-2014-159520,06/06/2014,11/06/2014,Standard Class,GT-14635,OFF-BI-10003982,150,9,0.2,50
2141,CA-2014-159520,06/06/2014,11/06/2014,Standard Class,GT-14635,OFF-SU-10001664,17,2,0.0,4
2142,CA-2014-159520,06/06/2014,11/06/2014,Standard Class,GT-14635,FUR-TA-10003238,992,3,0.4,-347
2143,CA-2016-155481,01/09/2016,05/09/2016,Standard Class,DK-13225,OFF-PA-10004675,30,6,0.2,10
2144,CA-2016-155481,01/09/2016,05/09/2016,Standard Class,DK-13225,TEC-PH-10002293,24,2,0.4,-5
2145,CA-2016-155481,01/09/2016,05/09/2016,Standard Class,DK-13225,OFF-FA-10002780,17,7,0.2,5
2146,US-2016-152051,25/06/2016,29/06/2016,Standard Class,TS-21160,FUR-CH-10002965,422,3,0.3,-18
2147,US-2016-152051,25/06/2016,29/06/2016,Standard Class,TS-21160,OFF-BI-10004781,38,4,0.7,-28
2148,US-2016-152051,25/06/2016,29/06/2016,Standard Class,TS-21160,OFF-ST-10001713,254,6,0.2,-51
2149,CA-2014-141607,12/12/2014,17/12/2014,Standard Class,WB-21850,FUR-FU-10003975,43,1,0.0,4
2150,CA-2017-102771,31/03/2017,05/04/2017,Standard Class,DO-13435,TEC-PH-10001536,85,5,0.0,22
2151,US-2017-139969,19/11/2017,26/11/2017,Standard Class,AF-10870,FUR-CH-10001973,233,3,0.3,-53
2152,CA-2014-167360,24/11/2014,29/11/2014,Second Class,RB-19435,TEC-AC-10001772,112,7,0.0,44
2153,CA-2015-123505,22/11/2015,26/11/2015,Standard Class,AR-10540,OFF-PA-10002586,15,3,0.0,7
2154,CA-2016-117282,14/07/2016,18/07/2016,Standard Class,DR-12880,OFF-BI-10004094,14,2,0.2,5
2155,US-2016-120460,30/04/2016,05/05/2016,Standard Class,BF-11170,FUR-FU-10004973,23,3,0.6,-10
2156,CA-2016-111115,25/07/2016,27/07/2016,Second Class,LB-16735,OFF-FA-10000624,21,6,0.0,11
2157,CA-2014-124646,22/06/2014,24/06/2014,First Class,DV-13465,OFF-ST-10001097,502,3,0.0,0
2158,CA-2014-124646,22/06/2014,24/06/2014,First Class,DV-13465,OFF-ST-10001469,162,3,0.0,10
2159,CA-2017-148166,21/10/2017,26/10/2017,Standard Class,NK-18490,OFF-AR-10004956,18,4,0.2,2
2160,CA-2016-159737,03/09/2016,09/09/2016,Standard Class,CS-11950,OFF-BI-10004236,9,3,0.8,-15
2161,CA-2016-141019,14/05/2016,14/05/2016,Same Day,LH-17155,FUR-FU-10002937,79,1,0.2,30
2162,CA-2016-101938,07/01/2016,12/01/2016,Standard Class,DW-13480,OFF-AR-10003696,35,1,0.0,10
2163,CA-2017-166296,13/03/2017,19/03/2017,Standard Class,KF-16285,OFF-PA-10004359,315,3,0.0,151
2164,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,TEC-AC-10002402,192,3,0.2,24
2165,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,OFF-PA-10000551,8,2,0.2,3
2166,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,FUR-FU-10003394,140,5,0.6,-150
2167,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,OFF-AR-10002067,16,1,0.2,1
2168,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,OFF-BI-10004140,6,7,0.8,-11
2169,CA-2017-117870,27/01/2017,30/01/2017,Second Class,JH-15820,OFF-AR-10004078,14,3,0.2,2
2170,CA-2017-117870,27/01/2017,30/01/2017,Second Class,JH-15820,TEC-AC-10000927,72,3,0.2,-9
2171,CA-2017-117870,27/01/2017,30/01/2017,Second Class,JH-15820,TEC-PH-10003931,108,3,0.4,-27
2172,US-2017-137491,19/11/2017,25/11/2017,Standard Class,LC-16930,FUR-CH-10004675,305,2,0.3,-9
2173,CA-2014-152296,01/08/2014,03/08/2014,First Class,IL-15100,OFF-BI-10004506,20,3,0.2,7
2174,CA-2016-112025,30/07/2016,04/08/2016,Standard Class,LS-16975,OFF-BI-10002353,9,3,0.8,-14
2175,CA-2015-132507,30/07/2015,03/08/2015,Second Class,CC-12610,OFF-ST-10000943,62,4,0.2,6
2176,CA-2016-125738,15/10/2016,21/10/2016,Standard Class,PB-18805,OFF-PA-10000740,46,2,0.0,21
2177,CA-2016-125738,15/10/2016,21/10/2016,Standard Class,PB-18805,OFF-PA-10003001,60,9,0.0,29
2178,CA-2016-125738,15/10/2016,21/10/2016,Standard Class,PB-18805,OFF-BI-10001628,42,5,0.2,13
2179,CA-2016-125738,15/10/2016,21/10/2016,Standard Class,PB-18805,OFF-PA-10001509,72,8,0.0,33
2180,CA-2016-128818,07/05/2016,11/05/2016,Standard Class,CJ-12010,OFF-BI-10000309,85,7,0.2,31
2181,CA-2016-128818,07/05/2016,11/05/2016,Standard Class,CJ-12010,OFF-LA-10003923,44,3,0.0,22
2182,CA-2016-128818,07/05/2016,11/05/2016,Standard Class,CJ-12010,FUR-CH-10002084,443,4,0.1,59
2183,CA-2016-128818,07/05/2016,11/05/2016,Standard Class,CJ-12010,TEC-MA-10000488,4000,5,0.0,1160
2184,CA-2016-128818,07/05/2016,11/05/2016,Standard Class,CJ-12010,TEC-AC-10001767,200,5,0.0,22
2185,CA-2016-128818,07/05/2016,11/05/2016,Standard Class,CJ-12010,FUR-FU-10001940,64,8,0.0,28
2186,CA-2017-124576,01/08/2017,04/08/2017,Second Class,HK-14890,OFF-BI-10002735,55,2,0.2,19
2187,CA-2016-101378,14/07/2016,14/07/2016,Same Day,RH-19600,TEC-AC-10002345,29,2,0.0,7
2188,CA-2017-143063,10/08/2017,15/08/2017,Standard Class,IL-15100,OFF-EN-10003134,70,6,0.0,35
2189,CA-2017-143063,10/08/2017,15/08/2017,Standard Class,IL-15100,FUR-FU-10003708,121,2,0.0,25
2190,CA-2017-143063,10/08/2017,15/08/2017,Standard Class,IL-15100,TEC-PH-10003645,1454,9,0.0,378
2191,CA-2016-118913,25/06/2016,29/06/2016,Standard Class,AS-10240,OFF-AP-10000692,61,3,0.0,17
2192,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,OFF-BI-10001718,154,3,0.2,52
2193,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,OFF-AP-10002082,65,3,0.0,23
2194,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,OFF-PA-10001125,124,4,0.0,56
2195,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,OFF-AP-10000252,35,3,0.0,12
2196,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,TEC-AC-10003038,45,5,0.0,9
2197,CA-2016-136483,01/12/2016,06/12/2016,Standard Class,AG-10390,OFF-AR-10000940,5,2,0.2,0
2198,CA-2014-163013,28/11/2014,04/12/2014,Standard Class,BF-11080,OFF-AR-10001954,15,3,0.0,4
